date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:56	1175/1175	---M-Z	200	added ('OK')	image/svg+xml	etag:%22497-64a7a548-ed17f78c83697807;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/social/instagram.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/social/instagram.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:56	2219/2219	---M-Z	200	added ('OK')	image/svg+xml	etag:%228ab-64a7a548-f216348363ec08d1;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/social/dribbble.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/social/dribbble.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:57	922/922	---M-Z	200	added ('OK')	image/svg+xml	etag:%2239a-64a7a548-12ea01928464abfe;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/social/tik-tok.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/social/tik-tok.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:57	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%22467-64a7a534-c549fd271b2dabce;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/thumbs/1-1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/thumbs/1-1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:58	118643/118643	---M--	200	added ('OK')	image/jpeg	etag:%221cf73-64a7a531-6802bfef815f303b;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/experience/1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/experience/1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:58	68330/68330	---M--	200	added ('OK')	image/jpeg	etag:%2210aea-64a7a531-ecbf8ec3be6be1a9;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/experience/2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/experience/2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:58	27449/27449	---M--	200	added ('OK')	image/jpeg	etag:%226b39-64a7a531-88c37babd600ad99;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/experience/3.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/experience/3.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:59	42546/42546	---M--	200	added ('OK')	image/jpeg	etag:%22a632-64a7a531-5c6883bc5a708159;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/experience/4.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/experience/4.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:59	238901/238901	---M--	200	added ('OK')	image/png	etag:%223a535-64a7a531-6c099a3c1713bb79;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/about/2.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/about/2.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:46:59	76885/76885	---M--	200	added ('OK')	image/jpeg	etag:%2212c55-64a7a533-ed16a506eb2d9919;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:00	194/194	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c2-64a7a533-4aaddc127b906619;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/rightArrow.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/rightArrow.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:00	46438/46438	---M--	200	added ('OK')	image/jpeg	etag:%22b566-64a7a533-9918ead8fa7a331a;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/3.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/3.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:01	127938/127938	---M--	200	added ('OK')	image/jpeg	etag:%221f3c2-64a7a533-eaf318092c21dd01;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/4.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/4.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:01	112821/112821	---M--	200	added ('OK')	image/jpeg	etag:%221b8b5-64a7a533-f356bfefb172f9b2;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/5.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/5.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:01	15100/15100	---M--	200	added ('OK')	image/jpeg	etag:%223afc-64a7a533-e12e14d23340dfdf;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/6.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/6.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:02	34159/34159	---M--	200	added ('OK')	image/jpeg	etag:%22856f-64a7a533-51b7dd24d5b570c9;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/7.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/7.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:02	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%22467-64a7a534-de453e21fc4a784;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/thumbs/4-2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/thumbs/4-2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:03	789/789	---M-Z	200	added ('OK')	image/svg+xml	etag:%22315-64a7a533-1034d59745432055;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/play.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/play.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:03	354992/354992	---M--	200	added ('OK')	image/jpeg	etag:%2256ab0-64a7a533-18e3cef65d4da9d7;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/service/1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/service/1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:04	751/751	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ef-64a7a533-12b7c6433e63874e;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/prev.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/prev.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:04	784/784	---M-Z	200	added ('OK')	image/svg+xml	etag:%22310-64a7a533-7e972e1ecb027d30;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/next.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/next.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:04	1143/1143	---M--	200	added ('OK')	image/jpeg	etag:%22477-64a7a534-a365a61ba67cd706;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/thumbs/31-36.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/thumbs/31-36.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:05	105696/105696	---M--	200	added ('OK')	image/jpeg	etag:%2219ce0-64a7a532-8263285393567bfa;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:05	87982/87982	---M--	200	added ('OK')	image/jpeg	etag:%22157ae-64a7a532-59b5c06505dc7d3c;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:06	79117/79117	---M--	200	added ('OK')	image/jpeg	etag:%221350d-64a7a533-eea9f393764dc210;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/3.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/3.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:06	101181/101181	---M--	200	added ('OK')	image/jpeg	etag:%2218b3d-64a7a533-64ef0dfbb79fb7a2;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/4.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/4.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:07	45156/45156	---M--	200	added ('OK')	image/jpeg	etag:%22b064-64a7a533-79141b21dbe92f06;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/5.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/5.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:07	52923/52923	---M--	200	added ('OK')	image/jpeg	etag:%22cebb-64a7a533-181ff6d34c779990;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/6.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/6.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:07	32851/32851	---M--	200	added ('OK')	image/jpeg	etag:%228053-64a7a533-d2be7feb1fd26abf;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/portfolio/7.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/portfolio/7.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:07	2008/2008	---M--	200	added ('OK')	image/png	etag:%227d8-64a7a532-9751ff60ef976da4;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/1.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/1.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:08	2139/2139	---M--	200	added ('OK')	image/png	etag:%2285b-64a7a532-cc2a7fc8738f1384;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/2.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/2.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:08	1860/1860	---M--	200	added ('OK')	image/png	etag:%22744-64a7a532-565bf986c4b6eda6;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/3.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/3.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:08	1672/1672	---M--	200	added ('OK')	image/png	etag:%22688-64a7a532-be0d621648b0eb9a;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/4.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/4.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:09	1170/1170	---M--	200	added ('OK')	image/png	etag:%22492-64a7a532-a36f45be4249e392;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/5.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/5.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:09	1721/1721	---M--	200	added ('OK')	image/png	etag:%226b9-64a7a532-81c2dea9ed5d9176;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/6.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/6.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:09	1824/1824	---M--	200	added ('OK')	image/png	etag:%22720-64a7a532-c414375c81f1431d;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/7.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/7.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:10	1399/1399	---M--	200	added ('OK')	image/png	etag:%22577-64a7a532-abe91914070948dd;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/partners/8.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/partners/8.png	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:10	19637/19637	---M--	200	added ('OK')	image/jpeg	etag:%224cb5-64a7a533-6fa423c8a63fdc71;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/testimonials/1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/testimonials/1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:11	19802/19802	---M--	200	added ('OK')	image/jpeg	etag:%224d5a-64a7a533-65add9f98e34b0a4;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/testimonials/2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/testimonials/2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:11	14755/14755	---M--	200	added ('OK')	image/jpeg	etag:%2239a3-64a7a533-6a838fea7bf27f2d;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/testimonials/3.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/testimonials/3.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:12	21739/21739	---M--	200	added ('OK')	image/jpeg	etag:%2254eb-64a7a532-fe54020673c85e59;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/1.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/1.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:12	3469/3469	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d8d-64a7a533-f5b6343e19e5d1e0;gz%22	https://marketifythemes.net/tailwind/elisc/assets/img/svg/calendar.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/svg/calendar.svg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:12	47534/47534	---M--	200	added ('OK')	image/jpeg	etag:%22b9ae-64a7a532-18677c6b65d9351c;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/2.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/2.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:13	32438/32438	---M--	200	added ('OK')	image/jpeg	etag:%227eb6-64a7a532-9c1f0142fb8a7ac1;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/3.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/3.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:13	14734/14734	---M--	200	added ('OK')	image/jpeg	etag:%22398e-64a7a532-de1b190e3ee235b0;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/4.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/4.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:15	23822/23822	---M--	200	added ('OK')	image/jpeg	etag:%225d0e-64a7a532-eef0503b5648132c;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/6.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/6.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:15	68156/68156	---M--	200	added ('OK')	image/jpeg	etag:%2210a3c-64a7a532-b7390651acc5e089;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/5.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/5.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:15	14668/14668	---M--	200	added ('OK')	image/jpeg	etag:%22394c-64a7a532-49737cbe570b87c7;;;%22	https://marketifythemes.net/tailwind/elisc/assets/img/news/7.jpg	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/img/news/7.jpg	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:15	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265b94449-4d7%22	https://marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/website/elisc/marketifythemes.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:16	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-64a7a519-d5f7e4db9a5d4a2b;gz%22	https://marketifythemes.net/tailwind/elisc/assets/js/jquery.js	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/js/jquery.js	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:17	236092/236092	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239a3c-64a7a519-9aef633380ce718b;gz%22	https://marketifythemes.net/tailwind/elisc/assets/js/plugins.js	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/js/plugins.js	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:17	21011/21011	---M-Z	200	added ('OK')	application/x-javascript	etag:%225213-64a7a519-de40f06e4243bfda;gz%22	https://marketifythemes.net/tailwind/elisc/assets/js/init.js	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/js/init.js	(from https://marketifythemes.net/tailwind/elisc/index.html)
15:47:19	343344/343344	---M--	200	added ('OK')	font/woff2	etag:%2253d30-64a7a531-fe2e6b04b98814de;;;%22	https://marketifythemes.net/tailwind/elisc/assets/css/font/fontello.woff2?26650032	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/font/fontello3b7f.woff2	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
15:47:19	441824/441824	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226bde0-64a7a531-c44fdf3e9a8ae4a4;;;%22	https://marketifythemes.net/tailwind/elisc/assets/css/font/fontello.woff?26650032	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/font/fontello3b7f.woff	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
15:47:20	1069730/1069730	---MCZ	200	added ('OK')	image/svg+xml	etag:%221052a2-64a7a531-8055e819d6ec0917;gz%22	https://marketifythemes.net/tailwind/elisc/assets/css/font/fontello.svg?26650032	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/font/fontello3b7f.svg	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
15:47:20	716720/716720	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22aefb0-64a7a531-59cf61c5b23700ae;gz%22	https://marketifythemes.net/tailwind/elisc/assets/css/font/fontello.ttf?26650032	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/font/fontello3b7f.ttf	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
15:47:20	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/tailwind/elisc/assets/css/owl.video.play.png	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/owl.video.play.png	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
15:47:21	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/tailwind/elisc/img.svg	E:/website/elisc/marketifythemes.net/tailwind/elisc/img.svg	(from https://marketifythemes.net/tailwind/elisc/assets/js/init.js)
15:47:21	2316/2316	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Jun%202021%2015:22:04%20GMT	https://marketifythemes.net/tailwind/elisc/modal/contact.php	E:/website/elisc/marketifythemes.net/tailwind/elisc/modal/contact.php	(from https://marketifythemes.net/tailwind/elisc/assets/js/init.js)
15:47:23	716888/716888	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22af058-64a7a531-9e7fc173e2c98dc;gz%22	https://marketifythemes.net/tailwind/elisc/assets/css/font/fontello.eot?26650032	E:/website/elisc/marketifythemes.net/tailwind/elisc/assets/css/font/fontello3b7f.eot	(from https://marketifythemes.net/tailwind/elisc/assets/css/plugins.css)
